Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AVGO,AVGO,AVGO,AVGO,AVGO,AVGO
Date,,,,,,
2018-01-02,21.053340911865234,26.701000213623047,26.75,25.756999969482422,25.976999282836914,33135000
2018-01-03,21.283580780029297,26.993000030517578,27.072999954223633,26.60300064086914,26.729000091552734,31161000
2018-01-04,21.290674209594727,27.00200080871582,27.176000595092773,26.843000411987305,27.159000396728516,19067000
2018-01-05,21.416833877563477,27.16200065612793,27.426000595092773,26.94499969482422,27.19700050354004,28633000
2018-01-08,21.46808433532715,27.226999282836914,27.2549991607666,26.9060001373291,27.091999053955078,20971000
2018-01-09,21.17082405090332,26.850000381469727,27.385000228881836,26.819000244140625,27.305999755859375,26027000
2018-01-10,20.723756790161133,26.283000946044922,26.61400032043457,26.072999954223633,26.597999572753906,31607000
2018-01-11,20.77658462524414,26.350000381469727,26.385000228881836,26.155000686645508,26.35700035095215,17726000
2018-01-12,20.8388671875,26.429000854492188,26.531999588012695,26.201000213623047,26.339000701904297,19881000
2018-01-16,20.756872177124023,26.325000762939453,26.700000762939453,26.166000366210938,26.51799964904785,33528000
2018-01-17,20.958724975585938,26.58099937438965,26.652999877929688,26.04599952697754,26.54800033569336,37365000
2018-01-18,21.27332878112793,26.979999542236328,27.006000518798828,26.447999954223633,26.54599952697754,30319000
2018-01-19,21.00445556640625,26.638999938964844,26.944000244140625,26.60700035095215,26.915000915527344,29963000
2018-01-22,20.66697883605957,26.211000442504883,26.677000045776367,26.062000274658203,26.565000534057617,27230000
2018-01-23,20.729272842407227,26.290000915527344,26.44099998474121,25.81100082397461,26.173999786376953,35398000
2018-01-24,20.253032684326172,25.68600082397461,26.32699966430664,25.600000381469727,26.097000122070312,45405000
2018-01-25,19.498451232910156,24.729000091552734,25.784000396728516,24.700000762939453,25.77400016784668,59520000
2018-01-26,19.774415969848633,25.07900047302246,25.094999313354492,24.52400016784668,24.941999435424805,49014000
2018-01-29,19.354942321777344,24.547000885009766,24.948999404907227,24.349000930786133,24.827999114990234,50401000
2018-01-30,19.000919342041016,24.097999572753906,24.503000259399414,23.701000213623047,24.125,46002000
2018-01-31,19.556795120239258,24.80299949645996,25.31399917602539,24.486000061035156,25.0,80482000
2018-02-01,18.828235626220703,23.878999710083008,24.59000015258789,23.809999465942383,24.172000885009766,66851000
2018-02-02,18.567249298095703,23.54800033569336,23.79599952697754,23.409000396728516,23.677000045776367,58352000
2018-02-05,17.9853458404541,22.809999465942383,24.399999618530273,22.760000228881836,23.468000411987305,70776000
2018-02-06,18.953609466552734,24.038000106811523,24.040000915527344,22.489999771118164,22.562000274658203,77744000
2018-02-07,18.717060089111328,23.738000869750977,24.309999465942383,23.700000762939453,23.875999450683594,40475000
2018-02-08,18.10125732421875,22.957000732421875,23.851999282836914,22.951000213623047,23.73900032043457,43200000
2018-02-09,18.568822860717773,23.549999237060547,23.711999893188477,22.625,23.27899932861328,43282000
2018-02-12,19.27057647705078,24.440000534057617,24.54800033569336,23.75,23.785999298095703,35063000
2018-02-13,19.385690689086914,24.586000442504883,24.60300064086914,24.006000518798828,24.10099983215332,23719000
2018-02-14,19.52762222290039,24.766000747680664,24.864999771118164,24.347999572753906,24.5,25491000
2018-02-15,19.85641860961914,25.183000564575195,25.18400001525879,24.44300079345703,24.92799949645996,25540000
2018-02-16,19.62460708618164,24.888999938964844,25.23699951171875,24.804000854492188,25.12700080871582,32639000
2018-02-20,19.682167053222656,24.961999893188477,25.573999404907227,24.75200080871582,24.875,41693000
2018-02-21,19.603315353393555,24.86199951171875,25.347000122070312,24.844999313354492,25.249000549316406,28156000
2018-02-22,19.660877227783203,24.934999465942383,25.309999465942383,24.82699966430664,24.91200065612793,19342000
2018-02-23,20.00465202331543,25.371000289916992,25.503000259399414,25.02899932861328,25.214000701904297,18280000
2018-02-26,19.94473648071289,25.295000076293945,25.444000244140625,25.100000381469727,25.195999145507812,28878000
2018-02-27,19.854846954345703,25.180999755859375,25.566999435424805,25.167999267578125,25.208999633789062,21176000
2018-02-28,19.433006286621094,24.645999908447266,25.448999404907227,24.597999572753906,25.408000946044922,28834000
2018-03-01,19.184633255004883,24.33099937438965,24.91200065612793,24.131000518798828,24.586000442504883,26044000
2018-03-02,19.780719757080078,25.086999893188477,25.118000030517578,24.023000717163086,24.042999267578125,27402000
2018-03-05,19.47400665283203,24.697999954223633,25.134000778198242,24.341999053955078,24.989999771118164,25900000
2018-03-06,19.787826538085938,25.09600067138672,25.1299991607666,24.73200035095215,24.930999755859375,30030000
2018-03-07,19.479528427124023,24.704999923706055,24.940000534057617,24.433000564575195,24.868999481201172,31549000
2018-03-08,19.47163963317871,24.69499969482422,24.829999923706055,24.591999053955078,24.826000213623047,33554000
2018-03-09,20.01017951965332,25.378000259399414,25.42799949645996,24.76300048828125,24.857999801635742,30782000
2018-03-12,20.724546432495117,26.284000396728516,26.43000030517578,25.961999893188477,26.065000534057617,53881000
2018-03-13,20.59680938720703,26.121999740600586,27.385000228881836,26.023000717163086,26.64299964904785,66855000
2018-03-14,20.547136306762695,26.05900001525879,26.233999252319336,25.514999389648438,26.200000762939453,39619000
2018-03-15,21.112476348876953,26.775999069213867,26.889999389648438,26.350000381469727,26.37299919128418,57990000
2018-03-16,20.09611701965332,25.48699951171875,26.360000610351562,25.44099998474121,26.299999237060547,113955000
2018-03-19,19.313941955566406,24.4950008392334,25.64900016784668,24.277000427246094,25.309999465942383,71267000
2018-03-20,19.10972785949707,24.236000061035156,24.80500030517578,24.128000259399414,24.510000228881836,61918000
2018-03-21,19.680953979492188,24.600000381469727,25.05900001525879,24.006000518798828,24.058000564575195,54912000
2018-03-22,19.486543655395508,24.35700035095215,24.672000885009766,24.149999618530273,24.202999114990234,43078000
2018-03-23,19.39933967590332,24.24799919128418,24.52199935913086,24.041000366210938,24.33799934387207,59070000
2018-03-26,19.81936264038086,24.773000717163086,24.882999420166016,24.051000595092773,24.767000198364258,48713000
2018-03-27,19.550546646118164,24.437000274658203,25.424999237060547,24.15999984741211,24.808000564575195,63917000
2018-03-28,18.935319900512695,23.667999267578125,24.69300079345703,23.559999465942383,24.408000946044922,41744000
2018-03-29,18.852916717529297,23.565000534057617,24.083999633789062,23.47599983215332,23.80900001525879,46874000
2018-04-02,18.21528434753418,22.76799964904785,23.61199951171875,22.54400062561035,23.395000457763672,53088000
2018-04-03,18.943317413330078,23.67799949645996,23.697999954223633,22.72100067138672,23.086000442504883,45569000
2018-04-04,18.960113525390625,23.698999404907227,23.79199981689453,22.950000762939453,23.0049991607666,37720000
2018-04-05,18.905719757080078,23.631000518798828,24.167999267578125,23.5,24.076000213623047,35798000
2018-04-06,18.310482025146484,22.886999130249023,23.65399932861328,22.775999069213867,23.37299919128418,30248000
2018-04-09,18.780107498168945,23.474000930786133,23.965999603271484,22.926000595092773,22.99799919128418,37494000
2018-04-10,19.18092918395996,23.975000381469727,24.1560001373291,23.766000747680664,23.95599937438965,33244000
2018-04-11,19.226531982421875,24.031999588012695,24.07200050354004,23.70800018310547,23.812000274658203,19922000
2018-04-12,19.155332565307617,23.94300079345703,24.263999938964844,23.709999084472656,24.14299964904785,41036000
2018-04-13,19.756155014038086,24.694000244140625,25.200000762939453,24.489999771118164,25.0,48312000
2018-04-16,19.950572967529297,24.937000274658203,24.98900032043457,24.56800079345703,24.909000396728516,25172000
2018-04-17,20.14017677307129,25.173999786376953,25.28499984741211,24.964000701904297,25.089000701904297,25084000
2018-04-18,19.968170166015625,24.958999633789062,25.16699981689453,24.746000289916992,25.100000381469727,20511000
2018-04-19,19.429738998413086,24.285999298095703,24.628000259399414,24.06599998474121,24.354000091552734,50141000
2018-04-20,18.97052001953125,23.711999893188477,24.15999984741211,23.500999450683594,24.121999740600586,41530000
2018-04-23,18.676908493041992,23.344999313354492,23.832000732421875,23.211999893188477,23.798999786376953,31337000
2018-04-24,18.272085189819336,22.839000701904297,23.61199951171875,22.66900062561035,23.573999404907227,44889000
2018-04-25,18.320886611938477,22.899999618530273,23.110000610351562,22.586000442504883,22.899999618530273,34023000
2018-04-26,18.43449592590332,23.04199981689453,23.187999725341797,22.829999923706055,23.100000381469727,32751000
2018-04-27,18.623300552368164,23.277999877929688,23.420000076293945,23.06999969482422,23.35700035095215,27211000
2018-04-30,18.354482650756836,22.941999435424805,23.41200065612793,22.832000732421875,23.257999420166016,39682000
2018-05-01,18.43129539489746,23.038000106811523,23.084999084472656,22.63599967956543,23.084999084472656,44947000
2018-05-02,18.30008316040039,22.874000549316406,23.3439998626709,22.68000030517578,23.329999923706055,52950000
2018-05-03,18.020877838134766,22.524999618530273,22.788000106811523,22.26799964904785,22.64900016784668,58011000
2018-05-04,18.44249153137207,23.052000045776367,23.208999633789062,22.197999954223633,22.364999771118164,51303000
2018-05-07,18.878515243530273,23.597000122070312,23.690000534057617,23.100000381469727,23.1299991607666,36953000
2018-05-08,19.108922958374023,23.885000228881836,23.895999908447266,23.48200035095215,23.573999404907227,40149000
2018-05-09,19.0449275970459,23.80500030517578,23.913000106811523,23.405000686645508,23.579999923706055,35031000
2018-05-10,19.481740951538086,24.35099983215332,24.37299919128418,23.861000061035156,23.972999572753906,25747000
2018-05-11,19.471342086791992,24.33799934387207,24.450000762939453,24.15999984741211,24.308000564575195,24052000
2018-05-14,19.581750869750977,24.47599983215332,24.841999053955078,24.3799991607666,24.628000259399414,27580000
2018-05-15,19.327341079711914,24.158000946044922,24.444000244140625,23.850000381469727,24.231000900268555,24984000
2018-05-16,19.241729736328125,24.051000595092773,24.22100067138672,23.89900016784668,24.214000701904297,29330000
2018-05-17,19.156923294067383,23.94499969482422,24.166000366210938,23.799999237060547,23.812000274658203,22825000
2018-05-18,18.880117416381836,23.599000930786133,24.062000274658203,23.58799934387207,23.986000061035156,25262000
2018-05-21,19.12492561340332,23.905000686645508,24.049999237060547,23.66699981689453,23.945999145507812,25720000
2018-05-22,19.080123901367188,23.849000930786133,24.136999130249023,23.757999420166016,24.02400016784668,19218000
2018-05-23,19.24573516845703,24.055999755859375,24.062999725341797,23.60300064086914,23.62299919128418,23454000
2018-05-24,19.48334312438965,24.35300064086914,24.43600082397461,24.0,24.086000442504883,22799000
2018-05-25,20.00337028503418,25.003000259399414,25.06800079345703,24.40399932861328,24.40399932861328,32214000
2018-05-29,19.976171493530273,24.9689998626709,25.111000061035156,24.847000122070312,24.86400032043457,28281000
2018-05-30,19.952964782714844,24.940000534057617,25.202999114990234,24.933000564575195,25.118000030517578,26844000
2018-05-31,20.166574478149414,25.207000732421875,25.52899932861328,24.899999618530273,24.926000595092773,34698000
2018-06-01,20.508190155029297,25.634000778198242,25.770000457763672,25.253999710083008,25.437000274658203,26360000
2018-06-04,20.67060661315918,25.836999893188477,25.93600082397461,25.62299919128418,25.799999237060547,25886000
2018-06-05,20.741806030273438,25.926000595092773,26.135000228881836,25.804000854492188,25.945999145507812,42374000
2018-06-06,21.082618713378906,26.351999282836914,26.378000259399414,25.97100067138672,26.073999404907227,37465000
2018-06-07,21.175424575805664,26.468000411987305,26.648000717163086,26.29199981689453,26.299999237060547,46077000
2018-06-08,20.638595581054688,25.797000885009766,25.993000030517578,25.374000549316406,25.673999786376953,73694000
2018-06-11,20.86741065979004,26.08300018310547,26.18000030517578,25.631999969482422,25.785999298095703,31859000
2018-06-12,20.915416717529297,26.14299964904785,26.17300033569336,25.84000015258789,26.033000946044922,27594000
2018-06-13,21.08741569519043,26.357999801635742,26.60700035095215,26.070999145507812,26.176000595092773,34868000
2018-06-14,21.47784423828125,26.84600067138672,26.906999588012695,26.40999984741211,26.5,37042000
2018-06-15,21.61944580078125,27.023000717163086,27.180999755859375,26.632999420166016,27.003999710083008,60969000
2018-06-18,21.161026000976562,26.450000762939453,26.899999618530273,26.42300033569336,26.899999618530273,30191000
2018-06-19,21.156970977783203,26.094999313354492,26.113000869750977,25.415000915527344,25.600000381469727,36221000
2018-06-20,21.178855895996094,26.121999740600586,26.402000427246094,26.073999404907227,26.149999618530273,24951000
2018-06-21,21.051570892333984,25.96500015258789,26.256999969482422,25.8439998626709,26.158000946044922,18186000
2018-06-22,21.056432723999023,25.97100067138672,26.149999618530273,25.895999908447266,26.118000030517578,52412000
2018-06-25,20.465389251708984,25.242000579833984,25.642000198364258,25.042999267578125,25.642000198364258,29705000
2018-06-26,20.394044876098633,25.15399932861328,25.461000442504883,25.05500030517578,25.299999237060547,24233000
2018-06-27,20.034870147705078,24.711000442504883,25.516000747680664,24.684999465942383,25.208999633789062,24720000
2018-06-28,19.855690002441406,24.489999771118164,24.73200035095215,24.226999282836914,24.628000259399414,33238000
2018-06-29,19.67245101928711,24.263999938964844,24.69499969482422,24.256999969482422,24.69499969482422,42794000
2018-07-02,19.624618530273438,24.204999923706055,24.222000122070312,23.742000579833984,24.009000778198242,33369000
2018-07-03,19.400848388671875,23.929000854492188,24.339000701904297,23.899999618530273,24.336000442504883,11591000
2018-07-05,19.896228790283203,24.540000915527344,24.56100082397461,24.06800079345703,24.179000854492188,25299000
2018-07-06,20.081083297729492,24.76799964904785,24.860000610351562,24.441999435424805,24.489999771118164,23112000
2018-07-09,20.06081199645996,24.743000030517578,24.92300033569336,24.55299949645996,24.899999618530273,17955000
2018-07-10,20.314584732055664,25.055999755859375,25.18000030517578,24.704999923706055,24.833999633789062,16413000
2018-07-11,19.737316131591797,24.3439998626709,24.753999710083008,24.26099967956543,24.4950008392334,35761000
2018-07-12,17.024492263793945,20.99799919128418,21.027999877929688,19.746000289916992,20.70800018310547,435083000
2018-07-13,16.414794921875,20.246000289916992,21.399999618530273,20.190000534057617,21.25,161678000
2018-07-16,16.478845596313477,20.325000762939453,20.63800048828125,20.05299949645996,20.15999984741211,102277000
2018-07-17,16.88909149169922,20.83099937438965,20.909000396728516,20.201000213623047,20.22100067138672,110827000
2018-07-18,16.927200317382812,20.878000259399414,20.988000869750977,20.663000106811523,20.722000122070312,80834000
2018-07-19,17.05611228942871,21.03700065612793,21.148000717163086,20.804000854492188,20.82900047302246,63247000
2018-07-20,17.052867889404297,21.033000946044922,21.121000289916992,20.875999450683594,21.010000228881836,62893000
2018-07-23,17.570953369140625,21.672000885009766,21.86400032043457,21.040000915527344,21.041000366210938,82211000
2018-07-24,17.621212005615234,21.733999252319336,22.038999557495117,21.600000381469727,21.780000686645508,81158000
2018-07-25,18.320911407470703,22.597000122070312,22.864999771118164,21.770999908447266,21.770999908447266,92271000
2018-07-26,18.094701766967773,22.31800079345703,22.976999282836914,22.156999588012695,22.649999618530273,85069000
2018-07-27,17.922008514404297,22.104999542236328,22.929000854492188,22.006999969482422,22.400999069213867,79443000
2018-07-30,18.257667541503906,22.518999099731445,22.802000045776367,22.104999542236328,22.111000061035156,75275000
2018-07-31,17.980384826660156,22.177000045776367,22.884000778198242,22.15399932861328,22.667999267578125,63860000
2018-08-01,17.577430725097656,21.68000030517578,22.393999099731445,21.6200008392334,22.326000213623047,42669000
2018-08-02,17.54094886779785,21.635000228881836,21.826000213623047,21.325000762939453,21.427000045776367,40312000
2018-08-03,17.659320831298828,21.7810001373291,21.799999237060547,21.440000534057617,21.575000762939453,24832000
2018-08-06,17.58959197998047,21.69499969482422,21.83099937438965,21.586000442504883,21.663000106811523,22638000
2018-08-07,17.86201286315918,22.0310001373291,22.18400001525879,21.714000701904297,21.922000885009766,29798000
2018-08-08,17.79309844970703,21.945999145507812,22.12299919128418,21.895000457763672,22.054000854492188,15801000
2018-08-09,17.55959129333496,21.658000946044922,22.024999618530273,21.5939998626709,22.014999389648438,27563000
2018-08-10,17.206912994384766,21.222999572753906,21.447999954223633,21.04599952697754,21.2810001373291,37017000
2018-08-13,17.113679885864258,21.107999801635742,21.398000717163086,21.045000076293945,21.165000915527344,29842000
