Price,Adj Close,Close,High,Low,Open,Volume,RSI,MACD,SMA20,SMA50,Return_20D,Volatility
Ticker,GOOGL,,GOOGL,GOOGL,GOOGL,GOOGL,,,,,,
Date,,,,,,,,,,,,
2018-01-02,53.18886184692383,53.66049957275391,53.79899978637695,52.6510009765625,52.6510009765625,31766000,,,,,,
2018-01-03,54.09632110595703,54.57600021362305,54.80500030517578,53.67150115966797,53.69649887084961,31318000,,,,,,
2018-01-04,54.30644607543945,54.78799819946289,55.20399856567383,54.7130012512207,54.85449981689453,26052000,,,,,,
2018-01-05,55.02656555175781,55.51449966430664,55.67900085449219,55.09000015258789,55.17250061035156,30250000,,,,,,
2018-01-08,55.22084426879883,55.71049880981445,55.95800018310547,55.5,55.54999923706055,24644000,,,,,,
2018-01-09,55.15046691894531,55.63949966430664,55.922000885009766,55.40999984741211,55.922000885009766,26808000,,,,,,
2018-01-10,55.01913070678711,55.50699996948242,55.638999938964844,55.19900131225586,55.349998474121094,20734000,,,,,,
2018-01-11,55.11379623413086,55.602500915527344,55.74250030517578,55.32400131225586,55.615501403808594,22424000,,,,,,
2018-01-12,56.035621643066406,56.532501220703125,56.564998626708984,55.4005012512207,55.505001068115234,38586000,,,,,,
2018-01-16,56.0380973815918,56.53499984741211,57.444000244140625,56.33300018310547,57.015499114990234,36462000,,,,,,
2018-01-17,56.45440673828125,56.95500183105469,56.965999603271484,56.17449951171875,56.81800079345703,27830000,,,,,,
2018-01-18,56.29928207397461,56.79850006103516,57.02949905395508,56.222999572753906,56.967498779296875,27498000,88.55631376772158,,,,,
2018-01-19,56.6724739074707,57.17499923706055,57.18899917602539,56.625,56.9015007019043,30552000,90.1185425184672,,,,,
2018-01-22,57.696388244628906,58.20800018310547,58.34400177001953,57.090999603271484,57.191001892089844,29550000,92.95874885470103,,,,,
2018-01-23,58.2916145324707,58.80849838256836,58.925498962402344,58.36249923706055,58.53099822998047,39138000,94.03252796718068,,,,,
2018-01-24,58.04975891113281,58.56449890136719,59.352500915527344,58.369998931884766,59.249000549316406,37128000,88.15018653157979,,,,,
2018-01-25,58.587486267089844,59.10699844360352,59.25,58.59199905395508,59.035499572753906,29984000,89.69388433460895,,,,,
2018-01-26,58.856109619140625,59.37799835205078,59.37799835205078,58.4015007019043,59.37649917602539,42170000,90.3688524529508,,,,,
2018-01-29,58.80258560180664,59.32400131225586,59.900001525878906,59.202999114990234,59.400001525878906,31494000,89.11648495912263,,,,,
