Price,Adj Close,Close,High,Low,Open,Volume,RSI,MACD,SMA20,SMA50,Return_20D,Volatility
Ticker,META,,META,META,META,META,,,,,,
Date,,,,,,,,,,,,
2018-01-02,179.84071350097656,181.4199981689453,181.5800018310547,177.5500030517578,177.67999267578125,18151900,,,,,,
2018-01-03,183.06240844726562,184.6699981689453,184.77999877929688,181.3300018310547,181.8800048828125,16886600,,,,,,
2018-01-04,182.7253875732422,184.3300018310547,186.2100067138672,184.10000610351562,184.89999389648438,13880900,,,,,,
2018-01-05,185.2234649658203,186.8500061035156,186.89999389648438,184.92999267578125,185.58999633789062,13574500,,,,,,
2018-01-08,186.6409912109375,188.27999877929688,188.89999389648438,186.3300018310547,187.1999969482422,17994700,,,,,,
2018-01-09,186.23455810546875,187.8699951171875,188.8000030517578,187.10000610351562,188.6999969482422,12393100,,,,,,
2018-01-10,186.20484924316406,187.83999633789065,187.88999938964844,185.6300048828125,186.94000244140625,10529900,,,,,,
2018-01-11,186.13543701171875,187.7700042724609,188.39999389648438,187.3800048828125,188.39999389648438,9588600,,,,,,
2018-01-12,177.8085479736328,179.3699951171875,181.47999572753906,177.39999389648438,178.05999755859375,77551300,,,,,,
2018-01-16,176.83709716796875,178.38999938964844,181.75,178.0399932861328,181.5,36183800,,,,,,
2018-01-17,176.05398559570312,177.60000610351562,179.32000732421875,175.8000030517578,179.25999450683594,27992400,,,,,,
2018-01-18,178.23483276367188,179.8000030517578,180.97999572753906,177.0800018310547,178.1300048828125,23304900,40.47394852317028,,,,,
2018-01-19,179.7118377685547,181.2899932861328,182.3699951171875,180.1699981689453,180.85000610351562,26826500,46.29387873389758,,,,,
2018-01-22,183.75631713867188,185.3699951171875,185.38999938964844,180.41000366210938,180.8000030517578,21059500,58.313005284060054,,,,,
2018-01-23,187.70166015625,189.3500061035156,189.5500030517578,185.5500030517578,186.0500030517578,25678800,66.24815660963085,,,,,
2018-01-24,184.92604064941406,186.5500030517578,190.66000366210938,186.52000427246094,189.88999938964844,24334500,57.898294321616184,,,,,
2018-01-25,185.84796142578125,187.47999572753903,188.6199951171875,186.60000610351562,187.9499969482422,17377700,59.71447979434757,,,,,
2018-01-26,188.34603881835938,190.0,190.0,186.80999755859375,187.75,17759200,64.2187316849392,,,,,
2018-01-29,184.36102294921875,185.97999572753903,188.83999633789062,185.6300048828125,188.75,20453200,53.871130061549614,,,,,
2018-01-30,185.49110412597656,187.1199951171875,188.17999267578125,181.83999633789062,187.6199951171875,20858600,56.03460440375655,,184.8664993286133,,,3.840190868145501
2018-01-31,185.26309204101562,186.88999938964844,189.8300018310547,185.22000122070312,188.3699951171875,43275100,55.469365603874635,,185.13999938964844,,0.03015103779027295,3.776063034415233
2018-02-01,191.40911865234375,193.08999633789065,195.32000732421875,187.88999938964844,188.22000122070312,54211300,65.55598826955296,,185.5609992980957,,0.04559483539520204,4.169760315142532
2018-02-02,188.62359619140625,190.27999877929688,194.2100067138672,189.97999572753906,192.0399932861328,26677500,59.02983036530803,,185.8584991455078,,0.03227904784428737,4.287893598840228
2018-02-05,179.6820831298828,181.25999450683597,190.61000061035156,180.61000061035156,186.92999267578125,33128200,43.916545618419505,,185.57899856567383,,-0.029917106845491537,4.400570215241144
2018-02-06,183.69683837890625,185.30999755859372,185.77000427246094,177.74000549316406,178.57000732421875,37758500,50.0948080365169,,185.43049850463868,,-0.015774385170804095,4.35449713207266
2018-02-07,178.61148071289062,180.17999267578125,185.0800018310547,179.9499969482422,184.14999389648438,27601900,43.55039363870733,0.4869164573156013,185.04599838256837,,-0.04093257380780502,4.465841825811245
2018-02-08,170.08639526367188,171.5800018310547,181.83999633789062,171.47999572753906,181.00999450683594,38478300,35.239113157192534,-0.6531121266344826,184.23299865722657,,-0.08656300481175017,5.327379075824153
2018-02-09,174.57693481445312,176.11000061035156,176.89999389648438,167.17999267578125,174.75999450683594,39887600,41.56516117195018,-1.1774866174020815,183.6499984741211,,-0.062097264721740486,5.553156014993753
2018-02-12,174.87432861328125,176.41000366210938,177.5500030517578,171.83999633789062,177.05999755859375,32092100,41.96944714690463,-1.5509708141036356,183.5019989013672,,-0.016502154962675264,5.71044431621039
2018-02-13,171.64271545410156,173.14999389648438,175.97000122070312,173.10000610351562,175.6199951171875,21809400,38.82592484127388,-2.085969515739066,183.239998626709,,-0.029373874718832016,6.066443062658785
2018-02-14,177.95726013183594,179.52000427246094,179.80999755859375,173.2100067138672,173.4499969482422,28929700,47.15493938479066,-1.9732073344269168,183.33599853515625,,0.010810800129287257,5.98716794443557
2018-02-15,178.39341735839844,179.9600067138672,180.5,176.83999633789062,180.5,20922100,47.68479044444865,-1.8272742929513583,183.34399871826173,,0.0008898979944027552,5.982299313997579
2018-02-16,175.8160400390625,177.36000061035156,179.8800048828125,176.3000030517578,178.99000549316406,20645300,44.82475573924075,-1.8995235445777041,183.14749908447266,,-0.021677934918219566,6.116359639186551
2018-02-20,174.477783203125,176.00999450683594,177.9499969482422,175.11000061035156,175.77000427246094,21204900,43.37020476619134,-2.0421748862226536,182.67949905395508,,-0.05049361200249447,6.292900142602632
2018-02-21,176.36129760742188,177.91000366210938,181.27000427246094,176.39999389648438,176.7100067138672,23200800,46.02486763068076,-1.9790984277035761,182.10749893188478,,-0.06041722774042102,6.173457578904893
2018-02-22,177.431884765625,178.99000549316406,180.2100067138672,177.41000366210938,178.6999969482422,18464200,47.530519707202245,-1.8209717294896848,181.72949905395507,,-0.04052531458011421,6.118329817778821
2018-02-23,181.69444274902344,183.2899932861328,183.38999938964844,179.50999450683594,179.89999389648438,19007300,53.13582534916077,-1.3333125068973288,181.51999893188477,,-0.022349064096926163,5.98126179108387
2018-02-26,183.32015991210938,184.92999267578125,185.66000366210938,183.22000122070312,184.5800018310547,17599700,55.10572735641439,-0.8052227087473796,181.26649856567383,,-0.026684249074835575,5.703954077105833
2018-02-27,179.88038635253906,181.4600067138672,184.6999969482422,181.4600067138672,184.4499969482422,15849800,50.289067813839054,-0.6591088101928619,181.04049911499024,,-0.024303630054350767,5.595889586563718
2018-02-28,176.7677001953125,178.32000732421875,182.8800048828125,178.13999938964844,182.3000030517578,18783000,46.341699113246726,-0.7876051793292902,180.6004997253418,,-0.047028580710776424,5.436399929715171
2018-03-01,174.40841674804688,175.94000244140625,180.1199951171875,174.41000366210938,179.00999450683594,23201600,43.55128868719753,-1.069161354582718,180.0529998779297,,-0.05859059866233107,5.319783073180546
2018-03-02,175.08248901367188,176.6199951171875,177.11000061035156,172.99000549316406,173.2899932861328,20025900,44.57809528463072,-1.2233251946239818,179.22949981689453,,-0.08529701969584214,4.388747243312706
2018-03-05,178.82958984375,180.3999938964844,181.14999389648438,175.88999938964844,176.1999969482422,16189300,50.02058814393621,-1.0286294379645824,178.7354995727539,,-0.05192350717992256,3.5565858051322228
2018-03-06,178.21498107910156,179.77999877929688,182.3800048828125,179.11000061035156,181.77999877929688,15086800,49.167727933248656,-0.9138260546256731,178.66149978637696,,-0.008165043431485275,3.516466032139882
2018-03-07,182.11077880859375,183.7100067138672,183.82000732421875,178.07000732421875,178.74000549316406,19097300,54.467316421836586,-0.49996150532462025,178.5815002441406,,-0.008634131270875645,3.372505197087514
2018-03-08,180.75271606445312,182.33999633789065,184.39999389648438,181.4499969482422,183.55999755859375,17225900,52.41577745430233,-0.2792996632968823,178.6895004272461,,0.011988032800046566,3.4598438421178033
2018-03-09,183.61753845214844,185.22999572753903,185.50999450683594,183.2100067138672,183.91000366210938,18526300,56.16644893006911,0.1273077102671607,179.37200012207032,,0.07955469023671391,3.3273733962246923
2018-03-12,183.15167236328125,184.75999450683597,186.10000610351562,184.22000122070312,185.22999572753906,15301200,55.40163715717745,0.40693096584934096,179.80449981689452,,0.04911699430188965,3.441278706615695
